ID,Organism,type
189,CG_201513_scaffold_88435_1,Micrarchaeota,IIIb
190,CG_201513_scaffold_88435_1,Micrarchaeota,IIIb
191,CG_4_10_14_0.8_um_filter_scaffold_69571_1,Micrarchaeota,IIIb
192,CG_4_10_14_0.8_um_filter_scaffold_69571_1,Micrarchaeota,IIIb
193,RifSed_csp2_13ft_1_scaffold_60832_1,Micrarchaeota,IIIb
194,RifSed_csp2_13ft_1_scaffold_60832_1,Micrarchaeota,IIIb
195,rifoxyd1_full_scaffold_54939_2,Micrarchaeota,IIIb
196,rifoxyd1_full_scaffold_54939_2,Micrarchaeota,IIIb
197,RBG_16_scaffold_11079_2,Pacearchaeota,IIIb
198,RBG_16_scaffold_11079_2,Pacearchaeota,IIIb
199,rifcsplowo2_01_scaffold_256272_1,Pacearchaeota,IIIb
200,rifcsplowo2_01_scaffold_256272_1,Pacearchaeota,IIIb
201,rifcsplowo2_01_scaffold_474979_2,Pacearchaeota,IIIb
202,rifcsplowo2_01_scaffold_474979_2,Pacearchaeota,IIIb
203,CG10_big_fil_rev_8_21_14_0.10_scaffold_48964_c_1,Woesearchaeota,IIIb
204,CG10_big_fil_rev_8_21_14_0.10_scaffold_48964_c_1,Woesearchaeota,IIIb
205,rifcsplowo2_01_scaffold_53096_8,Woesearchaeota,IIIb
206,rifcsplowo2_01_scaffold_53096_8,Woesearchaeota,IIIb
207,CAI49476_Natronomonas_pharaonis_DSM_2160_II_REF,reference,IIIb
208,CAI49476_Natronomonas_pharaonis_DSM_2160_II_REF,reference,IIIb
209,NP_070466_Archaeoglobus_fulgidus_DSM_4304_II_REF,reference,IIIb
210,NP_070466_Archaeoglobus_fulgidus_DSM_4304_II_REF,reference,IIIb
211,WP004043974_Haloferax_volcanii_DS_REF,reference,IIIb
212,WP004043974_Haloferax_volcanii_DS_REF,reference,IIIb
213,YP002960117_Thermococcus_gammatolerans_EJ_REF,reference,IIIb
214,YP002960117_Thermococcus_gammatolerans_EJ_REF,reference,IIIb
215,gwc2_scaffold_9210_4,Gottesmanbacteria,IIIc
216,gwc2_scaffold_9210_4,Gottesmanbacteria,IIIc
217,rifoxyc1_sub10_scaffold_612_2,Pacearchaeota,IIIlike
218,rifoxyc1_sub10_scaffold_612_2,Pacearchaeota,IIIlike
219,rifcsphigho2_12_scaffold_162_94_PHAGE,putative_phage,IVlike
220,rifcsphigho2_12_scaffold_162_94_PHAGE,putative_phage,IVlike
221,UBA93contig_1572_78,Micrarchaeota,unknown
222,UBA93contig_1572_78,Micrarchaeota,unknown
223,UBA96contig_21807_17,Micrarchaeota,unknown
224,UBA96contig_21807_17,Micrarchaeota,unknown
225,"gwa2_scaffold_143220_2 Ribulose bisphosphate carboxylase, type III Tax=OP11_GWA2_32_13 id=2264872 bin=""OP11_GWA2_32_13"" species=OP11_GWA2_32_13 genus=unknown taxon_order=unknown taxon_class=Roizmanbacteria phylum=Microgenomates organism_tax=OP11_GWA2_32_13, Roizmanbacteria, Microgenomates, Bacteria organism_desc=partial",Roizmanbacteria,IIIlike
226,"gi|1572541139|emb|VDS11196.1| RuBisCO long chain, Form II/III [uncultured Candidatus Pacearchaeota archaeon] >gi|1572541157|emb|VDS11205.1| RuBisCO long chain, Form II/III [uncultured Candidatus Pacearchaeota archaeon] >gi|1572541163|emb|VDS11208.1| RuBisCO long chain, Form II/III [uncultured Candidatus Pacearchaeota archaeon]",Pacearchaeota,II/III
227,"gi|1572539476|emb|VDD88779.1| RuBisCO long chain, Form II/III [uncultured bacterium]",Peregrinibacteria,II/III
228,"gi|1572541007|emb|VDS11130.1| RuBisCO long chain, Form II/III [uncultured Candidatus Pacearchaeota archaeon]",Pacearchaeota,II/III
229,"gi|1278491485|gb|PJA14308.1| ribulose 1,5-bisphosphate carboxylase [Candidatus Dojkabacteria bacterium CG_4_10_14_0_2_um_filter_Dojkabacteria_WS6_41_15]",Dojkabacteria,II/III
230,"gi|1572540265|emb|VDD89220.1| RuBisCO long chain, Form III-c [uncultured bacterium]",Dojkabacteria,IIIc
231,"gi|1572539682|emb|VDD88943.1| RuBisCO long chain, Form III-b [uncultured bacterium]",Amesbacteria,IIIb
232,gi|1176153972|gb|OQX71191.1| type III ribulose-bisphosphate carboxylase [Candidatus Parcubacteria bacterium 4484_255],Parcubacteria,IIIc
233,gi|1176153972|gb|OQX71191.1| type III ribulose-bisphosphate carboxylase [Candidatus Parcubacteria bacterium 4484_255],reference,IIIc
234,"gi|1572539702|emb|VDD88953.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
235,"gi|1572539330|emb|VDD88628.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
236,"gi|1572539506|emb|VDD88809.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
237,"gi|1572539378|emb|VDD88708.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
238,"gi|1572540205|emb|VDD89171.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
239,"gi|1572539520|emb|VDD88816.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
240,"gi|1572539646|emb|VDD88909.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Micrarchaeota,IIIb
241,"gi|1572539472|emb|VDD88777.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Micrarchaeota,IIIb
242,"gi|1572540093|emb|VDD89095.1| RuBisCO long chain, Form III-c [uncultured bacterium]",Parcubacteria,IIIc
243,"gi|1572539648|emb|VDD88910.1| RuBisCO long chain, Form III-b [uncultured bacterium]",Amesbacteria,IIIb
244,"gi|1572540149|emb|VDD89129.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Micrarchaeota,IIIb
245,"gi|1572541009|emb|VDS11131.1| RuBisCO long chain, Form III-b [uncultured DPANN archaeon] >gi|1572541047|emb|VDS11150.1| RuBisCO long chain, Form III-b [uncultured DPANN archaeon] >gi|1572541093|emb|VDS11173.1| RuBisCO long chain, Form III-b [uncultured DPANN archaeon]",Diapherotrites,IIIb
246,"gi|1572539614|emb|VDD88890.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
247,"gi|1572539630|emb|VDD88898.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
248,"gi|1572540241|emb|VDD89201.1| RuBisCO long chain, Form III-c [uncultured bacterium]",Parcubacteria,IIIc
249,"gi|1572541005|emb|VDS11129.1| RuBisCO long chain, Form III-c [uncultured bacterium]",Parcubacteria,IIIc
250,"gi|1572540203|emb|VDD89170.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
251,"gi|1572540053|emb|VDD89064.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
252,"gi|1572539346|emb|VDD88676.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
253,"gi|1572540105|emb|VDD89104.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
254,"gi|1572539534|emb|VDD88828.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
255,"gi|499235892|ref|WP_010933432.1| ribulose bisphosphate carboxylase-like protein [Chlorobaculum tepidum] >gi|21674586|ref|NP_662651.1| ribulose bisphosphate carboxylase, large subunit [Chlorobaculum tepidum TLS] >gi|73621445|sp|Q8KBL4.1|RBLL_CHLTE RecName: Full=Ribulose bisphosphate carboxylase-like protein; Short=RuBisCO-like protein >gi|55669908|pdb|1TEL|A Chain A, Crystal Structure Of A Rubisco-Like Protein From Chlorobium Tepidum >gi|55669909|pdb|1TEL|B Chain B, Crystal Structure Of A Rubisco-Like Protein From Chlorobium Tepidum >gi|21647784|gb|AAM72993.1| ribulose bisphosphate carboxylase, large subunit [Chlorobaculum tepidum TLS]",reference,IV
256,gi|1278500188|gb|PJA22022.1| type III ribulose-bisphosphate carboxylase [archaeon CG_4_10_14_0_2_um_filter_Archaea_38_6],Pacearchaeota,IIIb
257,"gi|1572539997|emb|VDD89027.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Micrarchaeota,IIIb
258,"gi|1572540075|emb|VDD89086.1| RuBisCO long chain, Form III-like [uncultured archaeon]",Pacearchaeota,IIIlike
259,"gi|1572540227|emb|VDD89187.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
260,"gi|1572540163|emb|VDD89148.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
261,"gi|1572541025|emb|VDS11139.1| RuBisCO long chain, Form III-b [uncultured DPANN archaeon] >gi|1572541059|emb|VDS11156.1| RuBisCO long chain, Form III-b [uncultured DPANN archaeon] >gi|1572541085|emb|VDS11169.1| RuBisCO long chain, Form III-b [uncultured DPANN archaeon]",Diapherotrites,IIIb
262,"gi|499228489|ref|WP_010926029.1| ribulose-bisphosphate carboxylase [Bordetella bronchiseptica] >gi|81175002|sp|Q7WNK2.1|RBLL_BORBR RecName: Full=Uncharacterized ribulose bisphosphate carboxylase-like protein; Short=RuBisCO-like protein >gi|33567621|emb|CAE31534.1| putative ribulose bisphosphate carboxylaseoxygenase,large subunit [Bordetella bronchiseptica RB50] >gi|620707103|gb|KAK66377.1| ribulose bisphosphate carboxylase large chain, catalytic domain protein [Bordetella bronchiseptica 980-2] >gi|627896366|gb|KCV51472.1| ribulose bisphosphate carboxylase large chain, catalytic domain protein [Bordetella bronchiseptica 3E44] >gi|627902442|gb|KCV57153.1| ribulose bisphosphate carboxylase large chain, catalytic domain protein [Bordetella bronchiseptica 980] >gi|633398875|gb|KDB84842.1| ribulose bisphosphate carboxylase large chain, catalytic domain protein [Bordetella bronchiseptica D756] >gi|633406845|gb|KDB92504.1| ribulose bisphosphate carboxylase large chain, catalytic domain protein [Bordetella bronchiseptica D989] >gi|633580524|gb|KDD52023.1| ribulose bisphosphate carboxylase large chain, catalytic domain protein [Bordetella bronchiseptica RB630] >gi|991924307|gb|AMG87513.1| ribulose 1,5-bisphosphate carboxylase [Bordetella bronchiseptica]",reference,IV
263,"gi|1572541115|emb|VDS11184.1| RuBisCO long chain, Form III-b [uncultured Candidatus Pacearchaeota archaeon]",Pacearchaeota,IIIb
264,"gi|1572539941|emb|VDD88975.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
265,"gi|1572540283|emb|VDD89235.1| RuBisCO long chain, Form III-like [uncultured archaeon]",Pacearchaeota,IIIlike
266,"gi|1572539995|emb|VDD89025.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
267,"gi|1572539362|emb|VDD88694.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
268,"gi|1572539510|emb|VDD88811.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
269,"gi|1572539500|emb|VDD88795.1| RuBisCO long chain, Form III-like [uncultured bacterium]",Dojkabacteria,IIIlike
270,"gi|1572540191|emb|VDD89164.1| RuBisCO long chain, Form III-like [uncultured bacterium]",Gottesmanbacteria,IIIlike
271,"gi|1572540171|emb|VDD89152.1| RuBisCO long chain, Form III-like [uncultured archaeon]",Pacearchaeota,IIIlike
272,"gi|1572539334|emb|VDD88658.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
273,"gi|1572539678|emb|VDD88941.1| RuBisCO long chain, Form III-like [uncultured bacterium]",Dojkabacteria,IIIlike
274,"TARA_037.SAMEA2619974.600.0.1-0.22_6329_9 /annotation=Ribulose bisphosphate carboxylase, type III /ngenes=18",Pacearchaeota,IIIb
275,Allochromatium_vinosum_YP_00344469_REF,reference,I
276,Allochromatium_vinosum_YP_00344469_REF,reference,I
277,Cupriavidus_metallidurans_YP_58365_REF,reference,I
278,Cupriavidus_metallidurans_YP_58365_REF,reference,I
279,Paracoccus_sp_TRP_ZP_0866487_REF,reference,I
280,Paracoccus_sp_TRP_ZP_0866487_REF,reference,I
281,gi|497544748|ref|WP_009858946.1| form I ribulose bisphosphate carboxylase large subunit [Rubrivivax benzoatilyticus] >gi|332112588|gb|EGJ12381.1| ribulose bisophosphate carboxylase [Rubrivivax benzoatilyticus JA2 = ATCC BAA-35],reference,I
282,AAG37859_Symbiodinium_sp_I_REF,reference,II
283,AAG37859_Symbiodinium_sp_I_REF,reference,II
284,RBC_26 gi|499782958|ref|WP_011463692.1|,reference,II
285,UBA2022contig_15642_11,Dojkabacteria,II/III
286,UBA2022contig_15642_11,Dojkabacteria,II/III
287,scaffold_6121_5_REF,reference,II/III
288,scaffold_6121_5_REF,reference,II/III
289,CG_201501t_scaffold_70_76,unknown,II/III
290,CG_201501t_scaffold_70_76,unknown,II/III
291,RBG_16_scaffold_853_33,Levybacteria,IIIb
292,RBG_16_scaffold_853_33,Levybacteria,IIIb
293,rifcsphigho2_01_scaffold_10367_34,Pacearchaeota,IIIb
294,rifcsphigho2_01_scaffold_10367_34,Pacearchaeota,IIIb
295,rifcsplowo2_01_scaffold_22357_10,Pacearchaeota,IIIb
296,rifcsplowo2_01_scaffold_22357_10,Pacearchaeota,IIIb
297,rifcsplowo2_01_scaffold_39879_1,Pacearchaeota,IIIb
298,rifcsplowo2_01_scaffold_39879_1,Pacearchaeota,IIIb
299,rifcsplowo2_01_scaffold_412156_2,Pacearchaeota,IIIb
300,rifcsplowo2_01_scaffold_412156_2,Pacearchaeota,IIIb
301,WP004216495_Natrialba_magadii_ATCC_4309_REF,reference,IIIb
302,WP004216495_Natrialba_magadii_ATCC_4309_REF,reference,IIIb
303,WP006826142_Natrialba_taiwanensis_DSM_1228_REF,reference,IIIb
304,WP006826142_Natrialba_taiwanensis_DSM_1228_REF,reference,IIIb
305,YP001041057_Staphylothermus_marinus_F_REF,reference,IIIb
306,YP001041057_Staphylothermus_marinus_F_REF,reference,IIIb
307,YP003178578_Halomicrobium_mukohataei_DSM_1228_REF,reference,IIIb
308,YP003178578_Halomicrobium_mukohataei_DSM_1228_REF,reference,IIIb
309,"gi|503448813|ref|WP_013683474.1| type III ribulose-bisphosphate carboxylase [Archaeoglobus veneficus] >gi|327316186|gb|AEA46802.1| ribulose bisphosphate carboxylase, type III [Archaeoglobus veneficus SNP6]",reference,IIIb
310,YP004424539_Pyrococcus_sp_NA_REF,reference,IIIb
311,YP004424539_Pyrococcus_sp_NA_REF,reference,IIIb
312,UBA2259contig_3196_71,Dojkabacteria,IIIlike
313,UBA2259contig_3196_71,Dojkabacteria,IIIlike
314,UBA4813contig_29569_18,Dojkabacteria,IIIlike
315,UBA4813contig_29569_18,Dojkabacteria,IIIlike
316,UBA5749contig_21275_3,Dojkabacteria,IIIlike
317,UBA5749contig_21275_3,Dojkabacteria,IIIlike
318,CG_201509_scaffold_5489_2,unknown,IV
319,CG_201509_scaffold_5489_2,unknown,IV
320,RBCSeed_7 gi|1101080583|gb|OIO40810.1|,Pacearchaeota,II/III
321,RBCSeed_7 gi|1101080583|gb|OIO40810.1|,reference,II/III
322,"RBG_16_Archaea_36_9_RBG_16_scaffold_36_87 ribulose bisphosphate carboxylase, type III (EC:4.1.1.39); K01601 ribulose-bisphosphate carboxylase large chain [EC:4.1.1.39] Tax=RBG_16_Micrarchaeota_36_9_curated id=86921465 bin=""Candidatus Micrarchaeota archaeon RBG_16_36_9"" species=RBG_16_Micrarchaeota_36_9_curated genus=unknown taxon_order=unknown taxon_class=unknown phylum=Micrarchaeota organism_tax=RBG_16_Micrarchaeota_36_9_curated",Micrarchaeota,IIIb
323,"cg1_0.2_scaffold_3272_c_4 ribulose bisphosphate carboxylase, type III (EC:4.1.1.39); K01601 ribulose-bisphosphate carboxylase large chain [EC:4.1.1.39] Tax=CG_Gottesman_01 id=91888953 bin=""CG1_02_FULL_Gottesmanbakteria_OP11_37_22_curated"" species=CG_Gottesman_01 genus=unknown taxon_order=unknown taxon_class=Gottesmanbakteria phylum=Microgenomates organism_tax=CG_Gottesman_01, Gottesmanbakteria, Microgenomates, Bacteria",Gottesmanbacteria,IIIc
324,"cg1_0.2_scaffold_3272_c_4 ribulose bisphosphate carboxylase, type III (EC:4.1.1.39); K01601 ribulose-bisphosphate carboxylase large chain [EC:4.1.1.39] Tax=CG_Gottesman_01 id=91888953 bin=""CG1_02_FULL_Gottesmanbakteria_OP11_37_22_curated"" species=CG_Gottesman_01 genus=unknown taxon_order=unknown taxon_class=Gottesmanbakteria phylum=Microgenomates organism_tax=CG_Gottesman_01, Gottesmanbakteria, Microgenomates, Bacteria",reference,IIIc
325,"RIFCSPHIGHO2_01_FULL_OD1_39_14_rifcsphigho2_01_scaffold_71123_4 ribulose bisphosphate carboxylase, type III (EC:4.1.1.39); K01601 ribulose-bisphosphate carboxylase large chain [EC:4.1.1.39] Tax=RBG_16_Archaea_50_20_curated id=87383137 bin=""Candidatus Buchananbacteria bacterium RIFCSPHIGHO2_01_FULL_39_14"" species=RBG_16_Archaea_50_20_curated genus=unknown taxon_order=unknown taxon_class=unknown phylum=unknown organism_tax=RIFCSPHIGHO2_02_FULL_OD1_Falkowbacteria_39_17_curated, Falkowbacteria, Parcubacteria, Bacteria",Buchananbacteria,IIIb
326,"RBG_16_OP11_38_7b_RBG_16_scaffold_13163_2 ribulose bisphosphate carboxylase, type III; K01601 ribulose-bisphosphate carboxylase large chain [EC:4.1.1.39] Tax=RIFCSPHIGHO2_02_FULL_OP11_Gottesmanbacteria_39_14_curated id=87150874 bin=""Candidatus Gottesmanbacteria bacterium RBG_16_38_7b"" species=RIFCSPHIGHO2_02_FULL_OP11_Gottesmanbacteria_39_14_curated genus=unknown taxon_order=unknown taxon_class=Gottesmanbacteria phylum=Microgenomates organism_tax=RIFCSPHIGHO2_02_FULL_OP11_Gottesmanbacteria_39_14_curated, Gottesmanbacteria, Microgenomates, Bacteria",Gottesmanbacteria,IIIlike
327,"RBG_16_OP11_37_8_RBG_16_scaffold_34109_9 ribulose bisphosphate carboxylase, type III; K01601 ribulose-bisphosphate carboxylase large chain [EC:4.1.1.39] Tax=RBG_16_OP11_Gottesmanbacteria_37_8_curated id=87148575 bin=""Candidatus Gottesmanbacteria bacterium RBG_16_37_8"" species=RBG_16_OP11_Gottesmanbacteria_37_8_curated genus=unknown taxon_order=unknown taxon_class=Gottesmanbacteria phylum=Microgenomates organism_tax=RBG_16_OP11_Gottesmanbacteria_37_8_curated",Gottesmanbacteria,IIIlike
328,"gwa2_scaffold_24083_5 Ribulose 1,5-bisphosphate carboxylase, large subunit Tax=GWA2_OP11_43_10 id=3610793 bin=""GWA2_OP11_43_10"" species=GWA2_OP11_43_10 genus=unknown taxon_order=unknown taxon_class=Beckwithbacteria phylum=Microgenomates organism_tax=GWA2_OP11_43_10, Beckwithbacteria, Microgenomates, Bacteria",Beckwithbacteria,IVlike
329,"gi|1572541151|emb|VDS11202.1| RuBisCO long chain, Form II/III [uncultured Candidatus Pacearchaeota archaeon]",Pacearchaeota,II/III
330,"gi|1572540977|emb|VDS11115.1| RuBisCO long chain, Form II/III [uncultured DPANN archaeon]",unknown,II/III
331,"gi|1572539442|emb|VDD88762.1| RuBisCO long chain, Form II/III [uncultured bacterium]",Dojkabacteria,II/III
332,"gi|1572539428|emb|VDD88751.1| RuBisCO long chain, Form III-c [uncultured bacterium]",Parcubacteria,IIIc
333,"gi|1572539342|emb|VDD88670.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Micrarchaeota,IIIb
334,"gi|1572540309|emb|VDD89255.1| RuBisCO long chain, Form III-c [uncultured bacterium]",Parcubacteria,IIIc
335,"gi|1572540029|emb|VDD89049.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
336,"gi|1572539438|emb|VDD88760.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Micrarchaeota,IIIb
337,"gi|1572539688|emb|VDD88946.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
338,"gi|1572540307|emb|VDD89250.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Micrarchaeota,IIIb
339,"gi|1572539694|emb|VDD88949.1| RuBisCO long chain, Form III-c [uncultured bacterium]",Kuenenbacteria,IIIc
340,"gi|1572540143|emb|VDD89126.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Micrarchaeota,IIIb
341,"gi|1572540193|emb|VDD89165.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
342,gi|1277807326|gb|PIU21541.1| type III ribulose-bisphosphate carboxylase [Candidatus Diapherotrites archaeon CG08_land_8_20_14_0_20_34_12],Diapherotrites,IIIb
343,"gi|1572539921|emb|VDD88960.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
344,"gi|1572540159|emb|VDD89146.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
345,"gi|1572540089|emb|VDD89093.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Micrarchaeota,IIIb
346,"gi|1572539456|emb|VDD88769.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Micrarchaeota,IIIb
347,"gi|1561394811|ref|WP_128567054.1| ribulose 1,5-bisphosphate carboxylase [Methanocella paludicola]",reference,IIIa
348,"gi|1572540091|emb|VDD89094.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Micrarchaeota,IIIb
349,"gi|1572539566|emb|VDD88858.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
350,"gi|499635370|ref|WP_011316104.1| Ribulose bisphosphate carboxylase large chain 2 [Nitrobacter winogradskyi] >gi|115502574|sp|Q3SNG2.1|RBL1B_NITWN RecName: Full=Ribulose bisphosphate carboxylase large chain 2; Short=RuBisCO large subunit 2 >gi|74421980|gb|ABA06179.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Nitrobacter winogradskyi Nb-255]",reference,I
351,"gi|1572539668|emb|VDD88930.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Aenigmarchaeota,IIIb
352,"gi|1572540033|emb|VDD89051.1| RuBisCO long chain, Form III-like [uncultured archaeon]",Pacearchaeota,IIIlike
353,"gi|1572539658|emb|VDD88921.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
354,"gi|1572539634|emb|VDD88903.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Aenigmarchaeota,IIIb
355,"gi|1572540151|emb|VDD89130.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Micrarchaeota,IIIb
356,"gi|1572539356|emb|VDD88684.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
357,"gi|1572540037|emb|VDD89053.1| RuBisCO long chain, Form III-like [uncultured bacterium]",Gottesmanbacteria,IIIlike
358,"gi|1572540969|emb|VDS11111.1| RuBisCO long chain, Form III-b [uncultured Candidatus Pacearchaeota archaeon]",Pacearchaeota,IIIb
359,"gi|1572540121|emb|VDD89112.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
360,"gi|1572540257|emb|VDD89216.1| RuBisCO long chain, Form III-c [uncultured bacterium]",Gottesmanbacteria,IIIc
361,"gi|1572540237|emb|VDD89199.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
362,"gi|735016550|gb|KHO50554.1| ribulose-bisphosphate carboxylase large chain [archaeon GW2011_AR13] >gi|1572540285|emb|VDD89236.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
363,"gi|1572540059|emb|VDD89074.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
364,"gi|1572539560|emb|VDD88855.1| RuBisCO long chain, Form III-b [uncultured bacterium]",Amesbacteria,IIIb
365,"gi|1572540005|emb|VDD89031.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
366,"gi|1572539670|emb|VDD88933.1| RuBisCO long chain, Form III-like [uncultured archaeon]",Pacearchaeota,IIIlike
367,"gi|1572540019|emb|VDD89038.1| RuBisCO long chain, Form III-like [uncultured archaeon]",Pacearchaeota,IIIlike
368,"gi|1572539562|emb|VDD88856.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
369,"gi|1572539364|emb|VDD88696.1| RuBisCO long chain, Form III-like [uncultured bacterium]",Gottesmanbacteria,IIIlike
370,"gi|225045473|gb|EEG55719.1| ribulose bisphosphate carboxylase large chain, catalytic domain protein [[Clostridium asparagiforme] DSM 15981]",reference,IV
371,"gi|1572540259|emb|VDD89217.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Micrarchaeota,IIIb
372,"gi|1572541063|emb|VDS11158.1| RuBisCO long chain, Form IV [uncultured Candidatus Micrarchaeota archaeon]",Micrarchaeota,IV
373,"gi|1572539538|emb|VDD88834.1| RuBisCO long chain, Form IV [uncultured bacterium]",Parcubacteria,IV
374,"TARA_037.SAMEA2619974.600.0.1-0.22_1115_42 /annotation=Ribulose bisphosphate carboxylase, type III /ngenes=50",Pacearchaeota,IIIb
375,TARA_039.SAMEA2620106.270.0.1-0.22_2150_20 /annotation=rbcL; ribulose bisophosphate carboxylase (EC:4.1.1.39) /domain=Archaea /phylum=Pacearchaeota,Pacearchaeota,IIIb
376,gi|502433156|ref|WP_012784207.1| form I ribulose bisphosphate carboxylase large subunit [Acidimicrobium ferrooxidans] >gi|256007521|gb|ACU53088.1| Ribulose-bisphosphate carboxylase [Acidimicrobium ferrooxidans DSM 10331],reference,I
377,"gi|30749269|pdb|1IWA|A Chain A, Rubisco From Galdieria Partita >gi|30749271|pdb|1IWA|C Chain C, Rubisco From Galdieria Partita >gi|30749273|pdb|1IWA|E Chain E, Rubisco From Galdieria Partita >gi|30749275|pdb|1IWA|G Chain G, Rubisco From Galdieria Partita >gi|30749277|pdb|1IWA|I Chain I, Rubisco From Galdieria Partita >gi|30749279|pdb|1IWA|K Chain K, Rubisco From Galdieria Partita >gi|30749281|pdb|1IWA|M Chain M, Rubisco From Galdieria Partita >gi|30749283|pdb|1IWA|O Chain O, Rubisco From Galdieria Partita >gi|4519903|dbj|BAA75796.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Galdieria partita]",reference,I
378,"gi|1384872478|gb|AWF83650.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (chloroplast) [Isoetes flaccida var. chapmanii] >gi|1390158882|gb|AWK91834.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (chloroplast) [Isoetes melanopoda subsp. melanopoda]",reference,I
379,"gi|11467508|ref|NP_043654.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (chloroplast) [Trieres chinensis] >gi|1352796|sp|P49520.1|RBL_ODOSI RecName: Full=Ribulose bisphosphate carboxylase large chain; Short=RuBisCO large subunit >gi|1185203|emb|CAA91686.1| Rubisco, large subunit [Trieres chinensis]",reference,I
380,Picea_abies_CAA5320_REF,reference,I
381,Picea_abies_CAA5320_REF,reference,I
382,"gi|1101743|dbj|BAA04861.1| ribulose-1,5-biphosphate carboxylase/oxygenase [Prochlorococcus marinus]",reference,I
383,YP_001416820_Xanthobacter_autotrophicus_Py2_PutativeType1_REF,reference,I
384,YP_001416820_Xanthobacter_autotrophicus_Py2_PutativeType1_REF,reference,I
385,RBC2_36 gi|497537089|ref|WP_009851287.1|,reference,II
386,RBC2_41 gi|499704342|ref|WP_011385076.1|,reference,II
387,gwf2_scaffold_5170_19,Dojkabacteria,II/III
388,gwf2_scaffold_5170_19,Dojkabacteria,II/III
389,rifoxyd1_full_scaffold_48_74,Pacearchaeota,II/III
390,rifoxyd1_full_scaffold_48_74,Pacearchaeota,II/III
